1668297600000,1257.44,1255.67,1257
1668297900000,1258.07,1253.45,1258.06
1668298200000,1258.7,1255.14,1258.13
1668298500000,1259.9,1256.83,1259.78
1668298800000,1264.08,1259.52,1263.65
1668299100000,1264,1261.33,1262.99
1668299400000,1266.8,1261.08,1263.71
1668299700000,1263.98,1262.21,1263.05
1668300000000,1264.37,1261.5,1264.36
1668300300000,1265,1261.27,1262.15
1668300600000,1262.25,1260.02,1260.89
1668300900000,1261,1258.94,1260.19
1668301200000,1262.7,1259.29,1262.66
1668301500000,1264.88,1262.23,1264.36
1668301800000,1264.54,1261.21,1262.2
1668302100000,1265,1261.52,1264.48
1668302400000,1265.38,1262.8,1262.88
1668302700000,1262.89,1261.38,1262.05
1668303000000,1263.67,1261.59,1263.56
1668303300000,1265.3,1262.76,1263.95
1668303600000,1266.95,1263.95,1266.25
1668303900000,1268.93,1262.5,1263
1668304200000,1264.16,1262.65,1262.65
1668304500000,1264.82,1262.45,1264.23
1668304800000,1268,1263.84,1266.13
1668305100000,1266.64,1264.62,1265.97
1668305400000,1266.23,1262.44,1263.54
1668305700000,1264.32,1261.38,1263.63
1668306000000,1265,1263.62,1264.36
1668306300000,1267,1264.35,1266.5
1668306600000,1266.94,1264.64,1264.72
1668306900000,1265.07,1264.29,1265.01
1668307200000,1267.93,1264.84,1267.75
1668307500000,1268,1265.63,1265.82
1668307800000,1266.09,1264.81,1265.19
1668308100000,1268.2,1265.08,1268.2
1668308400000,1273.5,1267.22,1269.65
1668308700000,1269.66,1265.79,1268.48
1668309000000,1269,1265.1,1266.97
1668309300000,1267.18,1265.24,1265.69
1668309600000,1265.83,1264.94,1265.46
1668309900000,1266.86,1265.42,1265.94
1668310200000,1269.26,1265.94,1268.69
1668310500000,1270.44,1268.31,1268.97
1668310800000,1271.14,1268.55,1270.8
1668311100000,1273.04,1268,1270.17
1668311400000,1271.58,1269.43,1270.99
1668311700000,1274.03,1270.99,1272.15
1668312000000,1273.42,1271.48,1273.12
1668312300000,1274.23,1271.78,1271.79
1668312600000,1272,1270.51,1270.51
1668312900000,1271,1269.15,1269.77
1668313200000,1270.8,1269.76,1270.08
1668313500000,1270.55,1269,1269
1668313800000,1270.42,1268.18,1268.18
1668314100000,1268.78,1266.52,1266.65
1668314400000,1267.89,1265.02,1266.13
1668314700000,1267.79,1265.57,1266.4
1668315000000,1266.77,1264.74,1266
1668315300000,1266.59,1265.64,1266.54
1668315600000,1268.31,1266.28,1267.6
1668315900000,1268.37,1267.07,1267.07
1668316200000,1267.97,1267.01,1267.96
1668316500000,1268.49,1266.92,1266.92
1668316800000,1267.25,1265.12,1267.1
1668317100000,1267.2,1265.85,1266.14
1668317400000,1266.99,1265.28,1266.98
1668317700000,1267.52,1266.61,1266.78
1668318000000,1268.34,1266.26,1266.27
1668318300000,1266.44,1264.67,1264.69
1668318600000,1265.36,1264.42,1264.82
1668318900000,1265.92,1264.18,1264.19
1668319200000,1264.19,1261.21,1261.91
1668319500000,1263.56,1261.9,1262.78
1668319800000,1265.24,1262.78,1264.88
1668320100000,1265.82,1264.09,1265.23
1668320400000,1265.31,1264.11,1264.11
1668320700000,1265,1258.22,1259.32
1668321000000,1260.08,1252.87,1253.19
1668321300000,1259.01,1253.18,1258.48
1668321600000,1258.48,1255.57,1256.07
1668321900000,1256.81,1250,1253.01
1668322200000,1254.33,1250.45,1253.22
1668322500000,1253.29,1248.39,1248.49
1668322800000,1248.57,1230.33,1241.22
1668323100000,1252.88,1240.9,1250.28
1668323400000,1256.56,1246.21,1251.71
1668323700000,1253.86,1247.14,1248.61
1668324000000,1249.71,1243.54,1243.99
1668324300000,1247.8,1243.9,1244.75
1668324600000,1248.73,1243.42,1244.51
1668324900000,1244.52,1240.86,1243.06
1668325200000,1246.46,1241.54,1246.45
1668325500000,1248.57,1245.51,1247.98
1668325800000,1253.48,1246.32,1253.42
1668326100000,1253.47,1249.61,1250.93
1668326400000,1253.22,1249,1252.21
1668326700000,1252.21,1246.51,1248.23
1668327000000,1248.71,1247.01,1247.2
1668327300000,1247.21,1244.01,1245.41
1668327600000,1245.41,1242.36,1243.51
1668327900000,1247.87,1243.5,1246.29
1668328200000,1248.5,1246.28,1247.67
1668328500000,1248.78,1246.32,1246.86
1668328800000,1248.69,1244.82,1245.16
1668329100000,1246.87,1243.1,1243.62
1668329400000,1245.03,1240,1241.43
1668329700000,1242.8,1222,1231.06
1668330000000,1233.33,1223.5,1227.09
1668330300000,1229.05,1212,1218.12
1668330600000,1221.77,1214.15,1219.64
1668330900000,1226.55,1219.35,1222.33
1668331200000,1225.79,1221.43,1224.15
1668331500000,1224.21,1219.52,1221.99
1668331800000,1229.07,1221.98,1226.04
1668332100000,1227.6,1224.99,1226.32
1668332400000,1232.03,1225.95,1230.36
1668332700000,1232.18,1225.74,1226.5
1668333000000,1228.19,1225.56,1226.51
1668333300000,1227.33,1224.45,1226.88
1668333600000,1230.5,1224.9,1228.54
1668333900000,1229.09,1222.77,1223.33
1668334200000,1224.8,1222,1223.73
1668334500000,1225.29,1223.01,1223.67
1668334800000,1229.18,1223.66,1228
1668335100000,1235.93,1227.99,1232.43
1668335400000,1233.72,1229.96,1230.06
1668335700000,1231.17,1229.11,1230.89
1668336000000,1231.85,1229.22,1230.18
1668336300000,1233.46,1230,1231.62
1668336600000,1231.62,1227.88,1230.35
1668336900000,1233.59,1229.37,1230.06
1668337200000,1231.54,1226.07,1228.45
1668337500000,1229.29,1227.42,1228.23
1668337800000,1229.34,1227.47,1228.19
1668338100000,1229.95,1227.2,1229.31
1668338400000,1234.89,1228.67,1234.13
1668338700000,1242.32,1232.99,1240.21
1668339000000,1245.24,1236.24,1244.29
1668339300000,1244.73,1238.56,1238.56
1668339600000,1241.5,1237.55,1240.67
1668339900000,1247.76,1238,1242.88
1668340200000,1246.45,1241.02,1241.19
1668340500000,1242.33,1240.43,1240.44
1668340800000,1241.81,1239.71,1239.98
1668341100000,1240.59,1238.85,1239.62
1668341400000,1239.98,1238,1238.42
1668341700000,1240.06,1236.69,1239.13
1668342000000,1241,1238.54,1238.8
1668342300000,1238.81,1234.95,1237.47
1668342600000,1238.78,1235.91,1238.5
1668342900000,1241.16,1237.65,1238.32
1668343200000,1239.5,1236.97,1238.52
1668343500000,1241.13,1237.53,1240.14
1668343800000,1243.28,1239.55,1239.56
1668344100000,1240.5,1236.11,1236.77
1668344400000,1238.29,1233.01,1234.61
1668344700000,1238.08,1234.6,1237.57
1668345000000,1238.62,1237.57,1238.54
1668345300000,1240.09,1236.54,1239.09
1668345600000,1240.3,1237.31,1238.15
1668345900000,1238.18,1234.77,1235.54
1668346200000,1237.07,1235.01,1237
1668346500000,1243.95,1236,1243.65
1668346800000,1248.45,1242.59,1243.84
1668347100000,1244.72,1240.32,1241.55
1668347400000,1244,1240.82,1241.31
1668347700000,1242.65,1240,1241.35
1668348000000,1243,1240.71,1242.45
1668348300000,1245.38,1242.01,1243.5
1668348600000,1244.5,1242.75,1242.81
1668348900000,1243,1240.12,1240.31
1668349200000,1240.58,1238.18,1240.03
1668349500000,1242.34,1237.81,1238.49
1668349800000,1239.91,1236.66,1239.11
1668350100000,1242.15,1238.8,1239.01
1668350400000,1243.1,1237,1237.74
1668350700000,1240.84,1237.38,1239.72
1668351000000,1240,1238.03,1239.06
1668351300000,1239.92,1238.39,1238.94
1668351600000,1240.24,1238.8,1239.04
1668351900000,1240.82,1236.86,1237.35
1668352200000,1237.48,1234.33,1235.66
1668352500000,1239.67,1235.65,1236.62
1668352800000,1236.8,1223.9,1229.03
1668353100000,1232.69,1226.61,1231.21
1668353400000,1232.68,1228.19,1230.53
1668353700000,1235.41,1226.99,1234.13
1668354000000,1234.71,1232.24,1234.03
1668354300000,1237.06,1232.5,1232.52
1668354600000,1232.7,1229.57,1229.58
1668354900000,1233.18,1229.42,1231.36
1668355200000,1233.65,1229.13,1229.75
1668355500000,1232.27,1229.12,1231.82
1668355800000,1232.12,1228.17,1228.36
1668356100000,1230.32,1228,1229.94
1668356400000,1230.48,1226.18,1228.29
1668356700000,1232.5,1226.43,1231.45
1668357000000,1234.95,1229.1,1231.54
1668357300000,1231.7,1228.5,1229.04
1668357600000,1230.96,1228,1230.72
1668357900000,1235.41,1229.77,1233.99
1668358200000,1237.34,1233.76,1233.79
1668358500000,1234.82,1232.79,1233.28
1668358800000,1233.83,1231.45,1232.61
1668359100000,1233.35,1230,1231.6
1668359400000,1231.91,1224.2,1224.36
1668359700000,1228.24,1220.01,1226.68
1668360000000,1227.2,1223,1224.46
1668360300000,1228.3,1224.2,1225.36
1668360600000,1226.41,1221.25,1224.16
1668360900000,1228.37,1224.15,1226.65
1668361200000,1229.43,1226.25,1227.84
1668361500000,1228.66,1226.99,1227.94
1668361800000,1229.46,1227.38,1228.87
1668362100000,1229.31,1227.77,1228.18
1668362400000,1229.75,1227.5,1228.97
1668362700000,1231.99,1227.66,1228.29
1668363000000,1229.89,1225.96,1227.01
1668363300000,1227.54,1221.96,1223.08
1668363600000,1224.99,1221.72,1223.92
1668363900000,1224.58,1220,1220.01
1668364200000,1222.5,1215.8,1219.22
1668364500000,1222.93,1218.74,1221.39
1668364800000,1222.9,1220.33,1221.99
1668365100000,1224.77,1221.01,1222.38
1668365400000,1223.58,1221.31,1222.94
1668365700000,1226.89,1222.2,1225.69
1668366000000,1227.93,1224.49,1226.74
1668366300000,1226.74,1222.3,1223
1668366600000,1225.49,1222.39,1224.55
1668366900000,1227.04,1223.85,1225.15
1668367200000,1229.95,1225.03,1229.62
1668367500000,1232,1228.04,1228.66
1668367800000,1231,1228.64,1229.22
1668368100000,1231.44,1228.18,1229.06
1668368400000,1230.65,1229,1229.73
1668368700000,1230.41,1226.44,1228.38
1668369000000,1228.95,1227.7,1228.26
1668369300000,1229.9,1227.73,1229.03
1668369600000,1230.35,1226.05,1227.05
1668369900000,1232.22,1225.62,1231.45
1668370200000,1231.86,1228.24,1228.67
1668370500000,1231.67,1228.4,1230.62
1668370800000,1231.28,1228,1228.64
1668371100000,1229.32,1226.06,1228.34
1668371400000,1231.06,1228.17,1228.74
1668371700000,1230.43,1228.3,1228.31
1668372000000,1230.65,1226.86,1227.67
1668372300000,1228.69,1226.03,1226.63
1668372600000,1226.64,1222.18,1222.19
1668372900000,1222.4,1217.29,1219.14
1668373200000,1220.51,1200.66,1204.18
1668373500000,1213.49,1204.18,1211.99
1668373800000,1215,1208.72,1208.85
1668374100000,1211.04,1206.78,1210.87
1668374400000,1216.9,1210.2,1214.75
1668374700000,1215.5,1213,1215.05
1668375000000,1216.84,1212.77,1213.45
1668375300000,1237,1213.25,1231.61
1668375600000,1232.24,1223.5,1225.83
1668375900000,1227,1220.31,1220.57
1668376200000,1222.52,1218.41,1221.68
1668376500000,1221.75,1217.3,1217.46
1668376800000,1219.48,1215.32,1218.08
1668377100000,1221.23,1216.11,1219.7
1668377400000,1223.15,1219.01,1221.11
1668377700000,1223.98,1220.22,1220.66
1668378000000,1223.25,1220,1222.06
1668378300000,1225.66,1221.42,1223.37
1668378600000,1227.99,1222.76,1227.65
1668378900000,1227.65,1223.08,1226.01
1668379200000,1226.81,1225.08,1225.99
1668379500000,1229.84,1225,1227.83
1668379800000,1230.44,1227.47,1230.27
1668380100000,1230.37,1227.01,1228.29
1668380400000,1228.89,1221.58,1225.23
1668380700000,1225.26,1221.53,1223.54
1668381000000,1224.2,1221.14,1221.44
1668381300000,1223.79,1217.99,1223.77
1668381600000,1226.93,1223.77,1224.57
1668381900000,1224.76,1222.9,1223.59
1668382200000,1225.4,1219.99,1220.61
1668382500000,1222.91,1220.12,1222.57
1668382800000,1223.86,1217.13,1218.86
1668383100000,1224.36,1218.47,1223.05
1668383400000,1223.77,1219.97,1222.53
1668383700000,1224.57,1221.35,1221.49
