1693353601000,226.88114681,226.88114681,226.88114681
1693353602000,226.88114681,226.88114681,226.88114681
1693353603000,226.88115879,226.88115879,226.88115879
1693353604000,226.87472695,226.87472695,226.87472695
1693353605000,226.82096846,226.82096846,226.82096846
1693353606000,226.91790963,226.91790963,226.91790963
1693353607000,226.96543162,226.96543162,226.96543162
1693353608000,226.96543162,226.96543162,226.96543162
1693353609000,227.04384719,227.04384719,227.04384719
1693353610000,227.05201824,227.05201824,227.05201824
1693353611000,227.05201824,227.05201824,227.05201824
1693353612000,227.11783411,227.11783411,227.11783411
1693353613000,227.07119153,227.07119153,227.07119153
1693353614000,227.11825035,227.11825035,227.11825035
1693353615000,227.11999366,227.11999366,227.11999366
1693353616000,227.13238717,227.13238717,227.13238717
1693353617000,227.13238717,227.13238717,227.13238717
1693353618000,227.07919147,227.07919147,227.07919147
1693353619000,227.06646358,227.06646358,227.06646358
1693353620000,227.06227899,227.06227899,227.06227899
1693353621000,227.01522016,227.01522016,227.01522016
1693353622000,227.01522016,227.01522016,227.01522016
1693353623000,227.06570144,227.06570144,227.06570144
1693353624000,227.01864262,227.01864262,227.01864262
1693353625000,227.0198609,227.0198609,227.0198609
1693353626000,227.01987246,227.01987246,227.01987246
1693353627000,227.06424088,227.06424088,227.06424088
1693353628000,227.06846461,227.06846461,227.06846461
1693353629000,227.05780578,227.05780578,227.05780578
1693353630000,226.95562064,226.95562064,226.95562064
1693353631000,226.99998905,226.99998905,226.99998905
1693353632000,226.99998905,226.99998905,226.99998905
1693353633000,226.99998905,226.99998905,226.99998905
1693353634000,226.99998905,226.99998905,226.99998905
1693353635000,226.99998905,226.99998905,226.99998905
1693353636000,226.99997749,226.99997749,226.99997749
1693353637000,226.99997749,226.99997749,226.99997749
1693353638000,226.99998905,226.99998905,226.99998905
1693353639000,226.99997749,226.99997749,226.99997749
1693353640000,226.99998905,226.99998905,226.99998905
1693353641000,226.99998905,226.99998905,226.99998905
1693353642000,226.98758904,226.98758904,226.98758904
1693353643000,227.03483611,227.03483611,227.03483611
1693353644000,227.03873754,227.03873754,227.03873754
1693353645000,227.03905497,227.03905497,227.03905497
1693353646000,227.03866608,227.03866608,227.03866608
1693353647000,227.03866608,227.03866608,227.03866608
1693353648000,227.03866608,227.03866608,227.03866608
1693353649000,227.03874911,227.03874911,227.03874911
1693353650000,226.98929688,226.98929688,226.98929688
1693353651000,226.98943728,226.98943728,226.98943728
1693353652000,227.0363557,227.0363557,227.0363557
1693353653000,227.0335923,227.0335923,227.0335923
1693353654000,227.0335923,227.0335923,227.0335923
1693353655000,227.02338702,227.02338702,227.02338702
1693353656000,227.02338702,227.02338702,227.02338702
1693353657000,226.97663875,226.97663875,226.97663875
1693353658000,226.97663875,226.97663875,226.97663875
1693353659000,226.97662719,226.97662719,226.97662719
1693353660000,227.03138711,227.03138711,227.03138711
1693353661000,227.0316861,227.0316861,227.0316861
1693353662000,227.0382404,227.0382404,227.0382404
1693353663000,227.0382404,227.0382404,227.0382404
1693353664000,227.0382404,227.0382404,227.0382404
1693353665000,227.04997697,227.04997697,227.04997697
1693353666000,227.00312602,227.00312602,227.00312602
1693353667000,226.99530164,226.99530164,226.99530164
1693353668000,227.04936317,227.04936317,227.04936317
1693353669000,227.04936317,227.04936317,227.04936317
1693353670000,227.04937474,227.04937474,227.04937474
1693353671000,227.04937474,227.04937474,227.04937474
1693353672000,227.04943086,227.04943086,227.04943086
1693353673000,227.04941929,227.04941929,227.04941929
1693353674000,227.00237203,227.00237203,227.00237203
1693353675000,227.00237203,227.00237203,227.00237203
1693353676000,227.00237203,227.00237203,227.00237203
1693353677000,227.11124262,227.11124262,227.11124262
1693353678000,227.11281027,227.11281027,227.11281027
1693353679000,227.13134642,227.13134642,227.13134642
1693353680000,227.13713466,227.13713466,227.13713466
1693353681000,227.13434962,227.13434962,227.13434962
1693353682000,227.13457766,227.13457766,227.13457766
1693353683000,227.13707911,227.13707911,227.13707911
1693353684000,227.09002029,227.09002029,227.09002029
1693353685000,227.12929017,227.12929017,227.12929017
1693353686000,227.12929017,227.12929017,227.12929017
1693353687000,227.08144706,227.08144706,227.08144706
1693353688000,227.12672176,227.12672176,227.12672176
1693353689000,227.08772282,227.08772282,227.08772282
1693353690000,227.08772282,227.08772282,227.08772282
1693353691000,227.13251952,227.13251952,227.13251952
1693353692000,227.07228632,227.07228632,227.07228632
1693353693000,227.07227476,227.07227476,227.07227476
1693353694000,227.07227476,227.07227476,227.07227476
1693353695000,227.07228632,227.07228632,227.07228632
1693353696000,227.07227476,227.07227476,227.07227476
1693353697000,227.07228632,227.07228632,227.07228632
1693353698000,227.02154046,227.02154046,227.02154046
1693353699000,227.02154046,227.02154046,227.02154046
1693353700000,227.06837423,227.06837423,227.06837423
1693353701000,227.06858772,227.06858772,227.06858772
1693353702000,227.06479013,227.06479013,227.06479013
1693353703000,227.08204174,227.08204174,227.08204174
1693353704000,227.08296358,227.08296358,227.08296358
1693353705000,227.12850699,227.12850699,227.12850699
1693353706000,227.12850699,227.12850699,227.12850699
1693353707000,227.09189523,227.09189523,227.09189523
1693353708000,227.0916433,227.0916433,227.0916433
1693353709000,227.0916433,227.0916433,227.0916433
1693353710000,227.09587859,227.09587859,227.09587859
